year,sex,country,state,time,activity,type,deadly_attack
2012,Female,USA,Florida,Evening,Surf,Unprovoked,N
2012,Male,USA,Florida,Evening,Surf,Unprovoked,N
2012,Male,NEW ZEALAND,North Island,Evening,Surf,Unprovoked,N
2012,Female,AUSTRALIA,Victoria,Morning,Diving,Provoked,N
2012,Male,REUNION ISLAND,Saint-Benoit,Afternoon,Body boarding,Unprovoked,N
2012,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
2012,Male,SAUDI ARABIA,Tabuk Province,Night,Surf,Unknown,U
2012,Male,CHILE,Antofagasta Province,Night,Fishing,Provoked,N
2012,Male,USA,Florida,Afternoon,Surf,Provoked,N
2012,Male,AUSTRALIA,New South Wales,Evening,Fishing,Unprovoked,N
2012,Unknown,SOUTH AFRICA,Western Cape Province,Night,Fishing,Sea Disaster,N
2012,Male,AUSTRALIA,Queensland,Afternoon,Surf,Unprovoked,N
2012,Unknown,USA,Hawaii,Morning,Snorkeling,Unprovoked,N
2012,Male,AUSTRALIA,Western Australia,Afternoon,Snorkeling,Unprovoked,N
2012,Male,BAHAMAS,Unknown,Night,Diving,Unprovoked,N
2012,Male,TAIWAN,Taitung ,Night,Fishing,Provoked,N
2012,Male,AUSTRALIA,New South Wales,Evening,Surf,Unprovoked,N
2012,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Swimming,Unprovoked,Y
2012,Male,USA,Oregon,Night,Surf,Unprovoked,N
2012,Male,AUSTRALIA,New South Wales,Night,Surf,Unprovoked,N
2012,Male,AUSTRALIA,Queensland,Morning,Fishing,Unprovoked,N
2011,Male,USA,Florida,Evening,Unknown,Unprovoked,N
2011,Male,ANTIGUA,St John's,Morning,Swimming,Unknown,U
2011,Male,ECUADOR,Santa Elena,Evening,Surf,Unprovoked,N
2011,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
2011,Male,USA,Hawaii,Night,Canoe,Provoked,N
2011,Male,SOUTH AFRICA,Eastern Cape Province,Morning,Fishing,Sea Disaster,N
2011,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2011,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Surf,Unknown,U
2011,Male,AUSTRALIA,New South Wales,Night,Surf,Unprovoked,N
2011,Female,USA,Oregon,Morning,Surf,Unprovoked,N
2011,Unknown,AUSTRALIA,Queensland,Night,Fishing,Unknown,U
2011,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2011,Male,INDONESIA,Bali,Afternoon,Surf,Unprovoked,N
2011,Male,AUSTRALIA,Queensland,Afternoon,Swimming,Unprovoked,N
2011,Male,USA,California,Night,Kayaking,Sea Disaster,N
2011,Male,PAPUA NEW GUINEA,East New Britain,Night,Diving,Unprovoked,N
2011,Male,BRAZIL,Pernambuco,Night,Surf,Unprovoked,N
2011,Male,REUNION ISLAND,Bois-Blanc ,Morning,Fishing,Unprovoked,N
2011,Male,USA,California,Night,Surf,Unprovoked,N
2011,Male,SCOTLAND,Moray,Night,Surf,Unprovoked,N
2011,Unknown,SOUTH AFRICA,KwaZulu-Natal,Night,Diving,Provoked,N
2011,Male,AUSTRALIA,Western Australia,Afternoon,Diving,Unprovoked,Y
2011,Male,USA,Oregon,Night,Surf,Unprovoked,N
2011,Male,AUSTRALIA,Victoria,Evening,Diving,Unprovoked,N
2011,Male,USA,Florida,Night,Surf,Unprovoked,N
2011,Male,USA,Oregon,Night,Surf,Unprovoked,N
2011,Male,AUSTRALIA,Western Australia,Morning,Swimming,Unprovoked,Y
2011,Male,REUNION ISLAND,Unknown,Morning,Canoe,Sea Disaster,N
2011,Male,USA,Florida,Afternoon,Fishing,Unprovoked,N
2011,Male,USA,Alabama,Night,Unknown,Unprovoked,N
2011,Male,USA,Puerto Rico,Morning,Surf,Unknown,U
2011,Male,DOMINICAN REPUBLIC,Samaná Province,Night,Fishing,Provoked,N
2011,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Swimming,Unprovoked,N
2011,Male,USA,Florida,Afternoon,Fishing,Unprovoked,N
2011,Male,USA,South Carolina,Morning,Jumping,Unprovoked,N
2011,Male,USA,Hawaii,Afternoon,Canoe,Sea Disaster,N
2011,Male,REUNION ISLAND,Saint-Gilles,Afternoon,Body boarding,Unprovoked,Y
2011,Male,KENYA,Coast Province,Night,Swimming,Unprovoked,Y
2011,Male,USA,Florida,Morning,Surf,Unprovoked,N
2011,Male,USA,California,Afternoon,Surf,Unprovoked,N
2011,Male,PAPUA NEW GUINEA,Central Province,Afternoon,Surf,Unprovoked,N
2011,Unknown,USA,Hawaii,Afternoon,Surf,Unprovoked,N
2011,Male,AUSTRALIA,Western Australia,Afternoon,Body boarding,Unprovoked,Y
2011,Male,USA,Florida,Morning,Surf,Unprovoked,N
2011,Male,USA,Florida,Morning,Surf,Unprovoked,N
2011,Male,AUSTRALIA,Queensland,Evening,Swimming,Unknown,U
2011,Female,USA,Texas,Evening,Fishing,Unprovoked,N
2011,Male,RUSSIA,Primorsky Krai,Morning,"Standing, collecting sea stars",Unprovoked,N
2011,Male,USA,North Carolina,Night,Surf,Unprovoked,N
2011,Male,USA,North Carolina,Afternoon,Unknown,Unprovoked,N
2011,Male,SOUTH AFRICA,Western Cape Province,Morning,Surf,Unprovoked,Y
2011,Male,RUSSIA,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",Night,Swimming,Unprovoked,N
2011,Female,USA,North Carolina,Evening,Wading,Unprovoked,N
2011,Male,USA,North Carolina,Evening,Unknown,Unknown,U
2011,Male,RUSSIA,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Evening,Swimming,Unprovoked,N
2011,Male,FRENCH POLYNESIA,Society Islands,Afternoon,Surf,Unprovoked,N
2011,Male,USA,Puerto Rico,Night,Floating ,Unprovoked,N
2011,Male,SEYCHELLES,Praslin,Evening,Swimming,Unprovoked,Y
2011,Male,USA,South Carolina,Night,Surf,Unknown,N
2011,Male,USA,North Carolina,Afternoon,Swimming,Unprovoked,N
2011,Male,SEYCHELLES,Praslin,Afternoon,Diving,Unprovoked,Y
2011,Male,BRAZIL,Pernambuco,Night,Swimming,Unknown,U
2011,Male,PHILIPPINES,Unknown,Night,Sea disaster,Sea Disaster,N
2011,Male,USA,New Jersey,Night,Fishing,Unprovoked,N
2011,Male,SOUTH AFRICA,Eastern Cape Province,Morning,Surf,Unprovoked,N
2011,Female,USA,North Carolina,Evening,Boogie Boarding,Unprovoked,N
2011,Male,REUNION ISLAND,Saint-Gilles,Evening,Kayaking or Wave skiing,Sea Disaster,N
2011,Male,USA,Texas,Night,Surf,Unprovoked,N
2011,Male,BAHAMAS,Grand Bahama Island,Afternoon,Diving,Unprovoked,N
2011,Male,USA,Texas,Evening,Swimming,Unprovoked,N
2011,Male,USA,Texas,Night,Fishing,Unprovoked,N
2011,Male,REUNION ISLAND,Saint-Gilles,Afternoon,Surf,Unprovoked,N
2011,Male,COLOMBIA,Sucre,Morning,Kayaking,Unprovoked,N
2011,Male,TURKS AND CAICOS,Middle Caicos,Afternoon,Snorkeling,Unprovoked,N
2011,Male,BRAZIL,Pernambuco,Morning,Surf,Unprovoked,N
2011,Male,SOUTH AFRICA,KwaZulu-Natal,Afternoon,Diving,Unprovoked,N
2011,Female,USA,North Carolina,Afternoon,Surf,Unprovoked,N
2011,Male,USA,California,Afternoon,Surf,Unprovoked,N
2011,Male,USA,Florida,Afternoon,Jet skiing,Unprovoked,N
2011,Male,TURKS AND CAICOS,Caicos Bank,Night,Fishing,Unprovoked,N
2011,Male,COSTA RICA,Guanacaste,Afternoon,Surf,Unprovoked,Y
2011,Male,REUNION ISLAND,Saint-Gilles-les-Bains,Evening,Boogie Boarding,Unprovoked,Y
2011,Unknown,UNITED KINGDOM,Cornwall,Night,Fishing,Sea Disaster,N
2011,Male,USA,Florida,Afternoon,Diving,Unprovoked,N
2011,Male,COLOMBIA,San Andrés archipelago,Night,Fishing,Unprovoked,N
2011,Male,USA,California,Night,Fishing,Unprovoked,N
2011,Male,USA,Florida,Afternoon,Wading,Unprovoked,N
2011,Female,MALAYSIA,Kedah,Night,Snorkeling,Unprovoked,N
2011,Female,USA,Texas,Afternoon,Standing or boogie boardin,Unprovoked,N
2011,Male,SOUTH AFRICA,Western Cape Province,Night,Surf,Unprovoked,N
2011,Female,USA,Hawaii,Afternoon,Surf,Unprovoked,N
2011,Female,USA,Hawaii,Afternoon,Paddle boarding,Unprovoked,N
2011,Male,SOUTH AFRICA,KwaZulu-Natal,Afternoon,Fishing,Unprovoked,Y
2011,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
2011,Male,NEW CALEDONIA,North Province,Morning,Kite Boarding,Unprovoked,Y
2011,Male,USA,Florida,Morning,Surf,Unprovoked,N
2011,Male,USA,Florida,Night,Fishing,Provoked,N
2011,Male,UNITED ARAB EMIRATES,Umm al Qaywayan Province,Night,Fishing,Unknown,U
2011,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Fishing,Unprovoked,N
2011,Male,USA,Florida,Night,Fishing,Unprovoked,N
2011,Male,AUSTRALIA,Western Australia,Afternoon,Fishing,Unprovoked,N
2011,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
2011,Male,NEW ZEALAND,South Island,Afternoon,Surf,Unprovoked,N
2011,Male,INDONESIA,Bali,Morning,Surf,Unprovoked,N
2011,Male,FIJI,Vitu Levu,Afternoon,Diving,Unprovoked,N
2011,Male,USA,Texas,Night,"Standing, holding shark pup",Provoked,N
2011,Female,MEXICO,Quintana Roo,Night,Swimming,Unprovoked,N
2011,Male,AUSTRALIA,New South Wales,Evening,Surf,Unprovoked,N
2011,Male,MEXICO,Quintana Roo,Night,Swimming,Unprovoked,N
2011,Male,FIJI,Unknown,Evening,Fishing,Unprovoked,N
2011,Female,AUSTRALIA,New South Wales,Afternoon,Wakeboarding,Unprovoked,N
2011,Female,EGYPT,South Sinai Peninsula,Night,Unknown,Unknown,U
2011,Male,AUSTRALIA,New South Wales,Night,Surf,Unprovoked,N
2011,Male,AUSTRALIA,Queensland,Morning,Fishing,Provoked,N
2011,Male,NEW CALEDONIA, Loyalty Islands,Afternoon,Fishing,Unprovoked,N
2011,Male,REUNION ISLAND,Saint Gilles ,Evening,Surf,Unprovoked,N
2011,Male,AUSTRALIA,South Australia,Evening,Diving,Unprovoked,Y
2011,Male,AUSTRALIA,Queensland,Morning,Fishing,Provoked,N
2011,Male,AUSTRALIA,Western Australia,Afternoon,Snorkeling,Unprovoked,N
2011,Male,MEXICO,Colima,Night,Fishing,Provoked,N
2011,Male,SOUTH AFRICA,Eastern Cape Province,Night,Surf,Unprovoked,N
2011,Female,MEXICO,Quintana Roo,Afternoon,Swimming,Unprovoked,N
2011,Male,MEXICO,Colima,Night,Fishing,Provoked,N
2011,Male,BAHAMAS,West End,Afternoon,Diving,Unprovoked,N
2011,Female,AUSTRALIA,New South Wales,Evening,Swimming,Unknown,U
2011,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Surf,Unprovoked,Y
2011,Male,MEXICO,Quintana Roo,Night,Attempting to fix motor,Unprovoked,N
2011,Unknown,AUSTRALIA,Western Australia,Afternoon,Fishing,Sea Disaster,N
2010,Male,USA,Hawaii,Afternoon,Body boarding,Unprovoked,N
2010,Male,FIJI,Vitu Levu,Afternoon,Surf,Unprovoked,N
2010,Male,USA,Hawaii,Afternoon,Surf,Unprovoked,N
2010,Female,EGYPT,South Sinai Peninsula,Afternoon,Snorkeling,Unprovoked,Y
2010,Male,INDONESIA,Bali,Night,Surf,Unprovoked,N
2010,Male,EGYPT,South Sinai Peninsula,Morning,Snorkeling,Unprovoked,N
2010,Male,EGYPT,South Sinai Peninsula,Morning,Snorkeling,Unprovoked,N
2010,Female,EGYPT,South Sinai Peninsula,Afternoon,Snorkeling,Unprovoked,N
2010,Female,EGYPT,South Sinai Peninsula,Afternoon,Snorkeling,Unprovoked,N
2010,Male,SAMOA,Unknown,Morning,Fishing,Unprovoked,N
2010,Male,AUSTRALIA,Western Australia,Night,Swimming,Unknown,U
2010,Male,USA,Palmyra Atoll,Afternoon,Snorkeling,Provoked,N
2010,Male,DOMINICAN REPUBLIC,Unknown,Morning,Diving,Unprovoked,Y
2010,Male,INDONESIA,Bali,Night,Surf,Unprovoked,N
2010,Male,AUSTRALIA,Western Australia,Night,Fishing,Sea Disaster,N
2010,Female,AUSTRALIA,Western Australia,Afternoon,Snorkeling,Unprovoked,N
2010,Male,AUSTRALIA,Western Australia,Night,Fishing,Unprovoked,N
2010,Male,USA,Oregon,Afternoon,Surf,Unprovoked,N
2010,Male,AZORES,Unknown,Night,Fishing,Provoked,N
2010,Male,USA,Maine,Afternoon,Diving,Unprovoked,N
2010,Male,AUSTRALIA,Western Australia,Night,Surf,Unprovoked,N
2010,Male,USA,California,Morning,Body boarding,Unprovoked,Y
2010,Female,EGYPT,South Sinai Peninsula,Afternoon,Snorkeling,Unprovoked,N
2010,Male,AUSTRALIA,New South Wales,Afternoon,Surf,Unprovoked,N
2010,Male,BAHAMAS,Exuma Islands,Night,Snorkeling,Unprovoked,N
2010,Female,BAHAMAS,Abaco Islands,Afternoon,Surf,Unprovoked,N
2010,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Surf,Unprovoked,N
2010,Male,USA,Oregon,Evening,Surf,Unprovoked,N
2010,Male,USA,Virginia,Evening,Surf,Unprovoked,N
2010,Male,SOUTH AFRICA,Western Cape Province,Night,Swimming,Unprovoked,Y
2010,Male,AUSTRALIA,New South Wales,Evening,Surf,Unprovoked,N
2010,Male,USA,Florida,Night,Swimming,Unprovoked,N
2010,Male,TONGA,Ha'api ,Afternoon,Swimming,Unprovoked,N
2010,Male,USA,Florida,Night,Surf,Unprovoked,N
2010,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
2010,Male,USA,Florida,Morning,Surf,Unprovoked,N
2010,Male,SOLOMON ISLANDS,Western Province,Night,Unknown,Unprovoked,N
2010,Male,BAHAMAS,Exuma Islands,Night,Swimming,Unknown,U
2010,Male,USA,Florida,Morning,Boogie Boarding,Unprovoked,N
2010,Male,AUSTRALIA,Western Australia,Morning,Surf,Unprovoked,Y
2010,Male,USA,California,Night,Fishing,Sea Disaster,N
2010,Female,AUSTRALIA,Queensland,Evening,Fishing,Provoked,N
2010,Female,SOUTH KOREA,Jeju Province,Afternoon,Swimming,Unprovoked,N
2010,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2010,Male,USA,North Carolina,Afternoon,Surf,Unprovoked,N
2010,Male,MALTA,Unknown,Night,Surf,Unprovoked,N
2010,Female,USA,Florida,Evening,Swimming,Unknown,U
2010,Male,USA,California,Afternoon,Kayaking,Sea Disaster,N
2010,Female,USA,Florida,Morning,Standing,Unprovoked,N
2010,Male,USA,South Carolina,Night,Standing,Unprovoked,N
2010,Male,USA,Florida,Evening,Surf,Unprovoked,N
2010,Male,USA,South Carolina,Morning,Swimming,Unprovoked,N
2010,Female,USA,North Carolina,Afternoon,Swimming,Unprovoked,N
2010,Male,USA,Florida,Night,Surf,Unprovoked,N
2010,Male,SPAIN,Grand Canary Island,Evening,Swimming,Provoked,N
2010,Male,USA,Texas,Night,Fishing,Unprovoked,N
2010,Male,USA,Florida,Night,Fishing,Provoked,N
2010,Female,SOUTH AFRICA,KwaZulu-Natal,Night,Snorkeling,Unprovoked,N
2010,Male,USA,New York,Afternoon,Fishing,Provoked,N
2010,Male,USA,California,Evening,Surf,Unprovoked,N
2010,Male,USA,California,Afternoon,Paddle boarding,Unprovoked,N
2010,Male,USA,Texas,Night,Surf,Unprovoked,N
2010,Female,USA,South Carolina,Night,Boogie Boarding,Unprovoked,N
2010,Female,USA,North Carolina,Afternoon,Swimming,Unprovoked,N
2010,Male,VIETNAM,Binh Dinh Province,Evening,Swimming,Unprovoked,N
2010,Female,USA,Florida,Afternoon,Boogie Boarding,Unprovoked,N
2010,Male,AUSTRALIA,Western Australia,Afternoon,Surf,Unprovoked,N
2010,Male,USA,Florida,Night,Surf,Unprovoked,N
2010,Male,USA,Florida,Morning,Fishing,Provoked,N
2010,Female,VIETNAM,Binh Dinh Province,Evening,Rescuing,Unprovoked,N
2010,Female,VIETNAM,Binh Dinh Province,Evening,Swimming,Unprovoked,N
2010,Male,AUSTRALIA,New South Wales,Evening,Surf,Unprovoked,N
2010,Male,MADAGASCAR,Antsiranana Province,Morning,Diving,Unprovoked,N
2010,Female,USA,Florida,Morning,Wading,Unprovoked,N
2010,Male,USA,Florida,Afternoon,Surf,Provoked,N
2010,Male,USA,Hawaii,Evening,Surf,Unprovoked,N
2010,Male,SOUTH AFRICA,Eastern Cape Province,Morning,Surf,Unprovoked,N
2010,Male,EGYPT,Sinai Peninsula,Afternoon,Swimming,Unprovoked,N
2010,Male,REUNION ISLAND,Saint-Benoit,Morning,Surf,Unprovoked,N
2010,Male,NEW ZEALAND,South Island,Night,Swimming,Unprovoked,N
2010,Male,SOUTH AFRICA,Eastern Cape Province,Morning,Surf,Unprovoked,N
2010,Male,FIJI,Off Vanua Levu,Morning,Diving,Unprovoked,Y
2010,Female,AUSTRALIA,Queensland,Afternoon,Snorkeling,Unprovoked,N
2010,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2010,Male,NEW ZEALAND,South Island,Night,Fishing,Provoked,N
2010,Male,AUSTRALIA,New South Wales,Afternoon,Body boarding,Unprovoked,N
2010,Male,USA,Florida,Afternoon,Surf,Provoked,N
2010,Male,GUAM,Merizo,Morning,Fishing,Unknown,U
2010,Male,USA,Florida,Afternoon,Kite Boarding,Unprovoked,Y
2010,Female,NEW ZEALAND,South Island,Evening,Boogie Boarding,Provoked,N
2010,Male,BRAZIL,Rio Grande Do Sul,Night,Surf,Unprovoked,N
2010,Male,AUSTRALIA,Queensland,Evening,Surf,Unprovoked,N
2010,Male,UNITED ARAB EMIRATES,Dubai,Evening,Surf,Unprovoked,N
2010,Male,AUSTRALIA,Victoria,Morning,Surf,Unprovoked,N
2010,Male,SOUTH AFRICA,Western Province,Afternoon,Standing,Unprovoked,Y
2010,Female,AUSTRALIA,Torres Strait,Night,Snorkeling,Unprovoked,N
2010,Female,VIETNAM,Binh Dinh Province,Night,Unknown,Unprovoked,N
2010,Male,VIETNAM,Binh Dinh Province,Evening,Unknown,Unprovoked,N
2010,Male,VIETNAM,Binh Dinh Province,Morning,Bathing,Unprovoked,N
2010,Male,USA,Florida,Morning,Fishing,Unprovoked,N
2010,Male,SOUTH AFRICA,Eastern Province,Night,Surf,Unprovoked,N
2009,Male,SOUTH AFRICA,Eastern Cape  Province,Morning,Wading,Unprovoked,N
2009,Male,AUSTRALIA,New South Wales,Morning,Swimming,Provoked,N
2009,Male,MOZAMBIQUE,Maputo Province,Evening,Swimming,Unprovoked,N
2009,Male,AUSTRALIA,Queensland,Morning,Kayaking,Sea Disaster,N
2009,Male,AUSTRALIA,Queensland,Morning,Fishing,Unprovoked,N
2009,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Paddling on kneeboard,Unprovoked,Y
2009,Male,SOUTH AFRICA,KwaZulu-Natal,Night,Surf,Unknown,U
2009,Male,NEW ZEALAND,South Island,Night,Swimming,Unprovoked,Y
2009,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2009,Unknown,AUSTRALIA,New South Wales,Morning,Rowing,Sea Disaster,N
2009,Male,USA,New Jersey,Afternoon,Diving,Provoked,N
2009,Male,USA,California,Afternoon,Surf,Unknown,U
2009,Male,USA,Florida,Morning,Wading,Unprovoked,N
2009,Male,USA,California,Evening,Fishing,Unprovoked,N
2009,Male,USA,Florida,Morning,Surf,Unprovoked,N
2009,Female,USA,Florida,Evening,Surf,Unprovoked,N
2009,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
2009,Male,AUSTRALIA,South Australia,Morning,Kayaking,Unprovoked,N
2009,Male,USA,California,Evening,Surf,Unprovoked,N
2009,Male,AUSTRALIA,Victoria,Morning,Kayaking,Sea Disaster,N
2009,Male,MOZAMBIQUE,Inhambane Province,Night,Fishing,Unprovoked,N
2009,Female,AUSTRALIA,New South Wales,Morning,Paddle boarding,Unprovoked,N
2009,Male,USA,California,Evening,Surf,Unprovoked,N
2009,Male,USA,Hawaii,Morning,Surf,Unprovoked,N
2009,Female,PANAMA,Bocas,Evening,Wading,Unprovoked,N
2009,Male,SCOTLAND,Fife,Afternoon,Diving,Provoked,N
2009,Male,AUSTRALIA,Western Australia,Night,Diving,Unprovoked,N
2009,Male,USA,California,Morning,Surf,Unprovoked,N
2009,Male,UNITED KINGDOM,Devon,Afternoon,Fishing,Provoked,N
2009,Male,USA,Florida,Evening,Swimming,Unprovoked,N
2009,Male,VIETNAM,Unknown,Night,Unknown,Unprovoked,N
2009,Male,SOMALIA,Unknown,Night,Fishing,Provoked,N
2009,Male,BRAZIL,Pernambuco,Night,Unknown,Provoked,Y
2009,Male,USA,North Carolina,Night,Swimming,Unknown,Y
2009,Male,BRAZIL,Pernambuco,Afternoon,Swimming,Unprovoked,Y
2009,Male,NEVIS,Unknown,Night,Swimming,Unknown,U
2009,Male,SOLOMON ISLANDS,Makira-Ulawa Province,Night,Fishing,Provoked,N
2009,Male,USA,California,Evening,Surf,Unprovoked,N
2009,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Surf,Unprovoked,Y
2009,Female,USA,California,Evening,Swimming,Unprovoked,N
2009,Male,SOUTH AFRICA,KwaZulu-Natal,Afternoon,Body boarding,Unprovoked,N
2009,Male,USA,Florida,Evening,Swimming,Unprovoked,N
2009,Male,USA,Hawaii,Morning,Surf,Unprovoked,N
2009,Male,USA,Louisiana,Morning,Fishing,Unprovoked,N
2009,Male,BAHAMAS,Abaco Islands,Night,Fishing,Unprovoked,N
2009,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2009,Female,VIETNAM,Binh Dinh Province,Evening,Swimming,Unprovoked,N
2009,Male,KENYA,Mombasa,Night,Washing his feet,Unprovoked,Y
2009,Female,USA,Texas,Afternoon,Wading,Unprovoked,N
2009,Female,SPAIN,Catalunya,Morning,Swimming,Unknown,U
2009,Female,USA,North Carolina,Afternoon,Swimming,Unprovoked,N
2009,Female,USA,Florida,Afternoon,Swimming,Unprovoked,N
2009,Male,VIETNAM,Binh Dinh Province,Night,Swimming,Unprovoked,N
2009,Male,BAHAMAS,Unknown,Night,Fishing,Provoked,N
2009,Male,USA,California,Morning,Surf,Unprovoked,N
2009,Male,SOUTH AFRICA,Western Cape Province,Morning,Surf,Unprovoked,N
2009,Female,USA,Florida,Evening,Boogie Boarding,Unprovoked,N
2009,Female,USA,Florida,Afternoon,Swimming,Provoked,N
2009,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2009,Male,USA,California,Night,Surf,Unknown,U
2009,Male,USA,Florida,Evening,Crawling,Unknown,U
2009,Male,VIETNAM,Unknown,Night,Fishing,Provoked,N
2009,Male,EGYPT,St. Johns Reef,Night,Diving,Unprovoked,N
2009,Male,EGYPT,St. Johns Reef,Night,Diving,Unprovoked,N
2009,Female,EGYPT,St. Johns Reef,Morning,Snorkeling,Unprovoked,Y
2009,Male,TAIWAN,Off Green Island,Night,Fishing,Provoked,N
2009,Male,USA,Florida,Night,Swimming,Provoked,N
2009,Male,USA,Florida,Morning,Surf,Unprovoked,N
2009,Male,USA,Florida,Morning,Surf,Unprovoked,N
2009,Male,USA,Florida,Morning,Surf,Unprovoked,N
2009,Male,GUAM,North Region,Afternoon,Fishing,Provoked,N
2009,Male,BAHAMAS,Exuma Islands,Night,Fishing,Provoked,N
2009,Female,USA,Florida,Evening,Unknown,Unprovoked,N
2009,Male,USA,California,Morning,Surf,Unprovoked,N
2009,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
2009,Male,PHILIPPINES,Batangas province,Morning,Swimming,Unprovoked,N
2009,Male,USA,Florida,Evening,Surf,Unprovoked,N
2009,Male,USA,Florida,Afternoon,Surf,Unprovoked,N
2009,Male,USA,Hawaii,Night,Fishing,Unknown,U
2009,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2009,Male,SOUTH AFRICA,KwaZulu-Natal,Morning,Swimming,Unknown,U
2009,Male,USA,California,Morning,Fishing,Unprovoked,N
2009,Male,USA,Florida,Evening,Wading,Unprovoked,N
2009,Male,SOUTH AFRICA,Eastern Cape Province,Night,Fishing,Provoked,N
2009,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Surf,Unprovoked,Y
2009,Male,AUSTRALIA,New South Wales,Evening,Surf,Unprovoked,N
2009,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2009,Female,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2009,Female,USA,Florida,Evening,Surf,Unprovoked,N
2009,Female,MALAYSIA,Strait of Malacca,Night,Fishing,Unprovoked,N
2009,Male,USA,Hawaii,Night,Swimming,Unprovoked,N
2009,Male,AUSTRALIA,Western Australia,Night,Wading,Provoked,N
2009,Male,NEW CALEDONIA,South Province,Morning,Surf,Unprovoked,Y
2009,Male,SOUTH AFRICA,Western Cape Province,Afternoon,Fishing,Provoked,N
2009,Male,NEW ZEALAND,North Island,Night,Fishing,Sea Disaster,N
2009,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2009,Male,AUSTRALIA,Queensland,Morning,Fishing,Unprovoked,N
2009,Male,AUSTRALIA,New South Wales,Evening,Surf,Unprovoked,N
2009,Male,AUSTRALIA,New South Wales,Evening,Surf,Unprovoked,N
2009,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2009,Male,USA,Puerto Rico,Night,Air Disaster,Sea Disaster,Y
2009,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2009,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2009,Male,AZORES,Unknown,Night,Fishing,Provoked,N
2009,Male,BRAZIL,Unknown,Night,Unknown,Unknown,U
2009,Male,CUBA,Guantanamo Province,Morning,Fishing,Unprovoked,N
2009,Unknown,NEW ZEALAND,North Island,Evening,Fishing,Sea Disaster,N
2009,Male,AUSTRALIA,New South Wales,Evening,Swimming,Unprovoked,N
2009,Male,SOUTH AFRICA,Eastern Cape Province,Afternoon,Swimming,Unprovoked,Y
2009,Male,BRAZIL,Maranhão,Night,Swimming,Unknown,U
2009,Male,AUSTRALIA,Victoria,Morning,Fishing,Sea Disaster,N
2009,Male,NEW ZEALAND,South Island,Night,Surf,Unprovoked,N
2009,Unknown,SOUTH AFRICA,Western Cape Province,Night,Unknown,Unprovoked,Y
2009,Male,AUSTRALIA,New South Wales,Morning,Snorkeling,Unprovoked,N
2009,Female,AUSTRALIA,Tasmania,Afternoon,Surf,Unprovoked,N
2009,Male,AUSTRALIA,New South Wales,Morning,Surf,Unprovoked,N
2009,Unknown,NEW ZEALAND,North Island,Night,Fishing,Sea Disaster,N
2009,Male,ECUADOR,Galapagos Islands,Night,Surf,Unprovoked,N
2009,Male,NEW ZEALAND,North Island,Evening,Swimming,Unprovoked,N
2009,Unknown,CUBA,Guantanamo Province,Night,Fishing,Unprovoked,N
2008,Unknown,AUSTRALIA,Western Australia,Morning,Crabbing,Unknown,U
